,data_set,np_seed,tf_seed,serialized_model,kernels_per_layer,rectifier,kernel_init,conv_kernel_sizes,conv_strides,dropout_rates,pool_sizes,pool_strides,train_batch_size,epochs,q_train_size,ignore_layers,retrain_tries,retrain_init,bits,analog_test_acc,sd_test_acc,msq_test_acc
2020-06-13_11:16:27.836314,mnist,1,1,Sequential2020-06-13_11:16:27.836346,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.925599992275238,0.47909998893737793,0.3237999975681305
2020-06-13_11:16:57.094166,mnist,1,1,Sequential2020-06-13_11:16:57.094197,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.925599992275238,0.5365999937057495,0.29179999232292175
2020-06-13_11:17:26.258775,mnist,1,1,Sequential2020-06-13_11:17:26.258805,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.925599992275238,0.5307000279426575,0.32710000872612
2020-06-13_11:18:20.888373,mnist,1,1,Sequential2020-06-13_11:18:20.888405,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9440000057220459,0.427700012922287,0.26840001344680786
2020-06-13_11:19:21.656225,mnist,1,1,Sequential2020-06-13_11:19:21.656257,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9419999718666077,0.5623999834060669,0.3368000090122223
2020-06-13_11:20:16.811159,mnist,1,1,Sequential2020-06-13_11:20:16.811191,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9422000050544739,0.6176999807357788,0.37720000743865967
2020-06-13_11:20:45.060264,mnist,1,1,Sequential2020-06-13_11:20:45.060296,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9218999743461609,0.42410001158714294,0.26019999384880066
2020-06-13_11:21:13.310730,mnist,1,1,Sequential2020-06-13_11:21:13.310763,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9218999743461609,0.5271999835968018,0.19779999554157257
2020-06-13_11:21:41.515424,mnist,1,1,Sequential2020-06-13_11:21:41.515455,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9218999743461609,0.527400016784668,0.20880000293254852
2020-06-13_11:22:34.732936,mnist,1,1,Sequential2020-06-13_11:22:34.732968,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9294000267982483,0.49880000948905945,0.19769999384880066
2020-06-13_11:23:27.634692,mnist,1,1,Sequential2020-06-13_11:23:27.634725,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.929099977016449,0.4251999855041504,0.18559999763965607
2020-06-13_11:24:20.162642,mnist,1,1,Sequential2020-06-13_11:24:20.162673,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.929099977016449,0.4341000020503998,0.19419999420642853
2020-06-13_11:24:56.805390,mnist,1,1,Sequential2020-06-13_11:24:56.805420,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9067999720573425,0.5031999945640564,0.14820000529289246
2020-06-13_11:25:26.117131,mnist,1,1,Sequential2020-06-13_11:25:26.117163,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9067999720573425,0.5188999772071838,0.15080000460147858
2020-06-13_11:25:55.200491,mnist,1,1,Sequential2020-06-13_11:25:55.200523,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9067999720573425,0.5166000127792358,0.14980000257492065
2020-06-13_11:26:49.552666,mnist,1,1,Sequential2020-06-13_11:26:49.552697,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9348000288009644,0.5856000185012817,0.19609999656677246
2020-06-13_11:27:43.800120,mnist,1,1,Sequential2020-06-13_11:27:43.800151,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9344000220298767,0.6269000172615051,0.2851000130176544
2020-06-13_11:28:38.215474,mnist,1,1,Sequential2020-06-13_11:28:38.215506,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9358999729156494,0.6541000008583069,0.27950000762939453
2020-06-13_11:29:07.376257,mnist,1,1,Sequential2020-06-13_11:29:07.376288,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9031000137329102,0.4499000012874603,0.2551000118255615
2020-06-13_11:29:36.461579,mnist,1,1,Sequential2020-06-13_11:29:36.461609,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9031000137329102,0.47940000891685486,0.3513999879360199
2020-06-13_11:30:05.512217,mnist,1,1,Sequential2020-06-13_11:30:05.512248,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9031000137329102,0.482699990272522,0.33959999680519104
2020-06-13_11:31:12.660630,mnist,1,1,Sequential2020-06-13_11:31:12.660659,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9200999736785889,0.6640999913215637,0.3564999997615814
2020-06-13_11:32:13.158760,mnist,1,1,Sequential2020-06-13_11:32:13.158790,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9182000160217285,0.6534000039100647,0.521399974822998
2020-06-13_11:33:09.519198,mnist,1,1,Sequential2020-06-13_11:33:09.519230,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.91839998960495,0.6696000099182129,0.49619999527931213
2020-06-13_11:33:37.809253,mnist,1,1,Sequential2020-06-13_11:33:37.809285,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.890999972820282,0.3869999945163727,0.26089999079704285
2020-06-13_11:34:06.199986,mnist,1,1,Sequential2020-06-13_11:34:06.200018,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.890999972820282,0.4287000000476837,0.21899999678134918
2020-06-13_11:34:34.449165,mnist,1,1,Sequential2020-06-13_11:34:34.449196,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.890999972820282,0.41499999165534973,0.22259999811649323
2020-06-13_11:35:27.192765,mnist,1,1,Sequential2020-06-13_11:35:27.192797,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9190000295639038,0.4081999957561493,0.25600001215934753
2020-06-13_11:36:26.442623,mnist,1,1,Sequential2020-06-13_11:36:26.442657,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9194999933242798,0.5389999747276306,0.4081999957561493
2020-06-13_11:37:20.132542,mnist,1,1,Sequential2020-06-13_11:37:20.132573,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9196000099182129,0.5324000120162964,0.41190001368522644
2020-06-13_11:38:02.349204,mnist,1,1,Sequential2020-06-13_11:38:02.349235,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9778000116348267,0.6557000279426575,0.5637999773025513
2020-06-13_11:38:44.670278,mnist,1,1,Sequential2020-06-13_11:38:44.670311,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9778000116348267,0.6430000066757202,0.5077000260353088
2020-06-13_11:39:27.154259,mnist,1,1,Sequential2020-06-13_11:39:27.154289,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9778000116348267,0.6455000042915344,0.49390000104904175
2020-06-13_11:40:48.204210,mnist,1,1,Sequential2020-06-13_11:40:48.204241,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9785000085830688,0.3984000086784363,0.37549999356269836
2020-06-13_11:42:08.447253,mnist,1,1,Sequential2020-06-13_11:42:08.447284,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9814000129699707,0.41100001335144043,0.5425000190734863
2020-06-13_11:43:28.877104,mnist,1,1,Sequential2020-06-13_11:43:28.877137,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9793000221252441,0.27630001306533813,0.5354999899864197
2020-06-13_11:44:18.029940,mnist,1,1,Sequential2020-06-13_11:44:18.029972,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9731000065803528,0.5630000233650208,0.29820001125335693
2020-06-13_11:45:01.320175,mnist,1,1,Sequential2020-06-13_11:45:01.320207,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9731000065803528,0.5888000130653381,0.61080002784729
2020-06-13_11:45:44.157417,mnist,1,1,Sequential2020-06-13_11:45:44.157450,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9731000065803528,0.5888000130653381,0.6184999942779541
2020-06-13_11:47:06.825572,mnist,1,1,Sequential2020-06-13_11:47:06.825603,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9753000140190125,0.5236999988555908,0.4595000147819519
2020-06-13_11:48:29.160378,mnist,1,1,Sequential2020-06-13_11:48:29.160408,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9739999771118164,0.5814999938011169,0.5217999815940857
2020-06-13_11:49:51.683413,mnist,1,1,Sequential2020-06-13_11:49:51.683445,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9746000170707703,0.6366000175476074,0.5238999724388123
2020-06-13_11:50:32.940343,mnist,1,1,Sequential2020-06-13_11:50:32.940374,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9700000286102295,0.41029998660087585,0.6338000297546387
2020-06-13_11:51:13.907814,mnist,1,1,Sequential2020-06-13_11:51:13.907847,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9700000286102295,0.5422999858856201,0.6044999957084656
2020-06-13_11:51:55.193797,mnist,1,1,Sequential2020-06-13_11:51:55.193828,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9700000286102295,0.529699981212616,0.5934000015258789
2020-06-13_11:53:20.391586,mnist,1,1,Sequential2020-06-13_11:53:20.391617,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9739000201225281,0.5309000015258789,0.4812000095844269
2020-06-13_11:54:39.684554,mnist,1,1,Sequential2020-06-13_11:54:39.684586,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9717000126838684,0.6499999761581421,0.6894999742507935
2020-06-13_11:55:59.393258,mnist,1,1,Sequential2020-06-13_11:55:59.393289,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9731000065803528,0.6462000012397766,0.5870000123977661
2020-06-13_11:56:42.173049,mnist,1,1,Sequential2020-06-13_11:56:42.173080,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9750000238418579,0.4729999899864197,0.314300000667572
2020-06-13_11:57:24.860066,mnist,1,1,Sequential2020-06-13_11:57:24.860099,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9750000238418579,0.4700999855995178,0.3118000030517578
2020-06-13_11:58:07.031204,mnist,1,1,Sequential2020-06-13_11:58:07.031235,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9750000238418579,0.46219998598098755,0.3230000138282776
2020-06-13_11:59:27.527743,mnist,1,1,Sequential2020-06-13_11:59:27.527774,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9725000262260437,0.30889999866485596,0.46619999408721924
2020-06-13_12:00:55.027738,mnist,1,1,Sequential2020-06-13_12:00:55.027769,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9765999913215637,0.46939998865127563,0.4390000104904175
2020-06-13_12:02:18.418099,mnist,1,1,Sequential2020-06-13_12:02:18.418132,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9778000116348267,0.41589999198913574,0.3783000111579895
2020-06-13_12:03:01.379403,mnist,1,1,Sequential2020-06-13_12:03:01.379435,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9692000150680542,0.6262999773025513,0.44029998779296875
2020-06-13_12:03:44.319025,mnist,1,1,Sequential2020-06-13_12:03:44.319057,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9692000150680542,0.6686000227928162,0.5246000289916992
2020-06-13_12:04:27.087584,mnist,1,1,Sequential2020-06-13_12:04:27.087615,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9692000150680542,0.7037000060081482,0.5396999716758728
2020-06-13_12:05:48.994106,mnist,1,1,Sequential2020-06-13_12:05:48.994135,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9742000102996826,0.5501000285148621,0.2793000042438507
2020-06-13_12:07:11.060488,mnist,1,1,Sequential2020-06-13_12:07:11.060520,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9743000268936157,0.7002000212669373,0.29760000109672546
2020-06-13_12:08:31.546409,mnist,1,1,Sequential2020-06-13_12:08:31.546441,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9753000140190125,0.6974999904632568,0.2273000031709671
2020-06-13_12:09:19.028986,mnist,1,1,Sequential2020-06-13_12:09:19.029016,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9614999890327454,0.6032999753952026,0.25699999928474426
2020-06-13_12:10:00.567057,mnist,1,1,Sequential2020-06-13_12:10:00.567090,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9614999890327454,0.5825999975204468,0.42669999599456787
2020-06-13_12:10:42.672429,mnist,1,1,Sequential2020-06-13_12:10:42.672469,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9614999890327454,0.5774999856948853,0.4124000072479248
2020-06-13_12:12:02.274593,mnist,1,1,Sequential2020-06-13_12:12:02.274623,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.964900016784668,0.6568999886512756,0.46050000190734863
2020-06-13_12:13:20.042307,mnist,1,1,Sequential2020-06-13_12:13:20.042338,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9674999713897705,0.5974000096321106,0.4832000136375427
2020-06-13_12:14:38.216638,mnist,1,1,Sequential2020-06-13_12:14:38.216669,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9672999978065491,0.6003000140190125,0.4018000066280365
2020-06-13_12:15:20.723569,mnist,1,1,Sequential2020-06-13_12:15:20.723600,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9671000242233276,0.4223000109195709,0.28130000829696655
2020-06-13_12:16:03.081816,mnist,1,1,Sequential2020-06-13_12:16:03.081850,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9671000242233276,0.5612999796867371,0.3239000141620636
2020-06-13_12:16:45.195081,mnist,1,1,Sequential2020-06-13_12:16:45.195112,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9671000242233276,0.5591999888420105,0.3037000000476837
2020-06-13_12:18:12.973500,mnist,1,1,Sequential2020-06-13_12:18:12.973529,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9684000015258789,0.4214000105857849,0.22130000591278076
2020-06-13_12:19:35.843204,mnist,1,1,Sequential2020-06-13_12:19:35.843236,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9692999720573425,0.52920001745224,0.29840001463890076
2020-06-13_12:20:57.844598,mnist,1,1,Sequential2020-06-13_12:20:57.844630,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9692999720573425,0.5199000239372253,0.2980000078678131
2020-06-13_12:21:40.727123,mnist,1,1,Sequential2020-06-13_12:21:40.727154,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9577000141143799,0.70169997215271,0.2791999876499176
2020-06-13_12:22:23.962914,mnist,1,1,Sequential2020-06-13_12:22:23.962945,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9577000141143799,0.8391000032424927,0.2583000063896179
2020-06-13_12:23:06.976372,mnist,1,1,Sequential2020-06-13_12:23:06.976403,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9577000141143799,0.833899974822998,0.27079999446868896
2020-06-13_12:24:29.178888,mnist,1,1,Sequential2020-06-13_12:24:29.178920,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9639999866485596,0.5641999840736389,0.2240999937057495
2020-06-13_12:26:00.035330,mnist,1,1,Sequential2020-06-13_12:26:00.035362,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9625999927520752,0.5370000004768372,0.36629998683929443
2020-06-13_12:27:22.460866,mnist,1,1,Sequential2020-06-13_12:27:22.460899,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9623000025749207,0.6011000275611877,0.36469998955726624
2020-06-13_12:28:03.637109,mnist,1,1,Sequential2020-06-13_12:28:03.637142,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9539999961853027,0.5218999981880188,0.4708000123500824
2020-06-13_12:28:45.267763,mnist,1,1,Sequential2020-06-13_12:28:45.267794,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9539999961853027,0.5878999829292297,0.4864000082015991
2020-06-13_12:29:26.604360,mnist,1,1,Sequential2020-06-13_12:29:26.604392,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9539999961853027,0.6111999750137329,0.460099995136261
2020-06-13_12:30:44.865022,mnist,1,1,Sequential2020-06-13_12:30:44.865052,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9592000246047974,0.5742999911308289,0.5151000022888184
2020-06-13_12:32:03.507947,mnist,1,1,Sequential2020-06-13_12:32:03.507977,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9585000276565552,0.6237000226974487,0.5077000260353088
2020-06-13_12:33:21.331350,mnist,1,1,Sequential2020-06-13_12:33:21.331383,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9560999870300293,0.6238999962806702,0.46059998869895935
2020-06-13_12:34:09.626871,mnist,1,1,Sequential2020-06-13_12:34:09.626902,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9800999760627747,0.5321999788284302,0.28790000081062317
2020-06-13_12:34:53.193286,mnist,1,1,Sequential2020-06-13_12:34:53.193318,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9800999760627747,0.5852000117301941,0.4781999886035919
2020-06-13_12:35:35.639455,mnist,1,1,Sequential2020-06-13_12:35:35.639487,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9800999760627747,0.5740000009536743,0.4828000068664551
2020-06-13_12:36:58.773034,mnist,1,1,Sequential2020-06-13_12:36:58.773067,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9833999872207642,0.6962000131607056,0.490200012922287
2020-06-13_12:38:20.534803,mnist,1,1,Sequential2020-06-13_12:38:20.534835,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9828000068664551,0.6574000120162964,0.49799999594688416
2020-06-13_12:39:41.786157,mnist,1,1,Sequential2020-06-13_12:39:41.786188,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9825000166893005,0.6833999752998352,0.5202000141143799
2020-06-13_12:40:24.742155,mnist,1,1,Sequential2020-06-13_12:40:24.742185,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9771999716758728,0.4999000132083893,0.22669999301433563
2020-06-13_12:41:07.445960,mnist,1,1,Sequential2020-06-13_12:41:07.445992,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9771999716758728,0.5702999830245972,0.24220000207424164
